Organization,Repository,IssueNbr,LabelName,LabelDescription,LabelDefaultTag,CreatedAt,ClosedAt,Assignees
hackforla,website,3084,Status: Updated,No blockers and update is ready for review,False,2022-04-30T19:53:01Z,2022-06-17T02:48:18Z,1
hackforla,website,3084,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-30T19:53:01Z,2022-06-17T02:48:18Z,1
hackforla,website,3084,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-30T19:53:01Z,2022-06-17T02:48:18Z,1
hackforla,website,3083,role: front end,Tasks for front end developers,False,2022-04-27T01:32:39Z,2022-05-05T03:48:11Z,0
hackforla,website,3083,Size: Large,,False,2022-04-27T01:32:39Z,2022-05-05T03:48:11Z,0
hackforla,website,3083,Status: Updated,No blockers and update is ready for review,False,2022-04-27T01:32:39Z,2022-05-05T03:48:11Z,0
hackforla,website,3083,P-Feature: Privacy Policy,https://www.hackforla.org/privacy-policy,False,2022-04-27T01:32:39Z,2022-05-05T03:48:11Z,0
hackforla,website,3083,size: 3pt,Can be done in 13-18 hours,False,2022-04-27T01:32:39Z,2022-05-05T03:48:11Z,0
hackforla,website,3082,Status: Urgent,Needs to be worked on immediately,False,2022-04-25T16:43:10Z,2022-06-26T19:33:31Z,1
hackforla,website,3082,role: back end/devOps,Tasks for back-end developers,False,2022-04-25T16:43:10Z,2022-06-26T19:33:31Z,1
hackforla,website,3082,Size: Medium,,False,2022-04-25T16:43:10Z,2022-06-26T19:33:31Z,1
hackforla,website,3082,Status: Updated,No blockers and update is ready for review,False,2022-04-25T16:43:10Z,2022-06-26T19:33:31Z,1
hackforla,website,3082,Feature: Board/GitHub Maintenance,Project board maintenance that we have to do repeatedly,False,2022-04-25T16:43:10Z,2022-06-26T19:33:31Z,1
hackforla,website,3082,size: 2pt,Can be done in 7-12 hours,False,2022-04-25T16:43:10Z,2022-06-26T19:33:31Z,1
hackforla,website,3081,role: front end,Tasks for front end developers,False,2022-04-25T02:59:41Z,2022-04-26T14:25:11Z,0
hackforla,website,3081,Size: Good second issue,,False,2022-04-25T02:59:41Z,2022-04-26T14:25:11Z,0
hackforla,website,3081,Feature: Refactor JS / Liquid,Page is working fine - JS / Liquid needs changes to become consistent with other pages,False,2022-04-25T02:59:41Z,2022-04-26T14:25:11Z,0
hackforla,website,3081,size: 1pt,Can be done in 4-6 hours,False,2022-04-25T02:59:41Z,2022-04-26T14:25:11Z,0
hackforla,website,3080,good first issue,Good for newcomers,True,2022-04-24T22:02:01Z,,0
hackforla,website,3080,role: product,Product Management,False,2022-04-24T22:02:01Z,,0
hackforla,website,3080,P-Feature: Wins Page,https://www.hackforla.org/wins/,False,2022-04-24T22:02:01Z,,0
hackforla,website,3080,new-win-submission,,False,2022-04-24T22:02:01Z,,0
hackforla,website,3079,good first issue,Good for newcomers,True,2022-04-24T13:19:35Z,2022-04-26T13:56:39Z,0
hackforla,website,3079,role: front end,Tasks for front end developers,False,2022-04-24T13:19:35Z,2022-04-26T13:56:39Z,0
hackforla,website,3079,role: back end/devOps,Tasks for back-end developers,False,2022-04-24T13:19:35Z,2022-04-26T13:56:39Z,0
hackforla,website,3079,P-Feature: Credit,https://www.hackforla.org/credits/,False,2022-04-24T13:19:35Z,2022-04-26T13:56:39Z,0
hackforla,website,3079,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-24T13:19:35Z,2022-04-26T13:56:39Z,0
hackforla,website,3078,null,null,null,2022-04-23T21:21:27Z,2022-04-24T23:38:47Z,0
hackforla,website,3077,Dependencies,Pull requests that update a dependency file,False,2022-04-23T10:09:17Z,2022-06-26T19:34:17Z,0
hackforla,website,3076,good first issue,Good for newcomers,True,2022-04-21T20:58:09Z,2022-04-28T23:20:43Z,0
hackforla,website,3076,role: front end,Tasks for front end developers,False,2022-04-21T20:58:09Z,2022-04-28T23:20:43Z,0
hackforla,website,3076,role: back end/devOps,Tasks for back-end developers,False,2022-04-21T20:58:09Z,2022-04-28T23:20:43Z,0
hackforla,website,3076,P-Feature: Join Page,https://www.hackforla.org/join,False,2022-04-21T20:58:09Z,2022-04-28T23:20:43Z,0
hackforla,website,3076,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-21T20:58:09Z,2022-04-28T23:20:43Z,0
hackforla,website,3075,role: front end,Tasks for front end developers,False,2022-04-21T04:10:53Z,2022-05-27T17:37:38Z,0
hackforla,website,3075,Size: Medium,,False,2022-04-21T04:10:53Z,2022-05-27T17:37:38Z,0
hackforla,website,3075,P-Feature: Toolkit,https://www.hackforla.org/toolkit/,False,2022-04-21T04:10:53Z,2022-05-27T17:37:38Z,0
hackforla,website,3075,Status: Updated,No blockers and update is ready for review,False,2022-04-21T04:10:53Z,2022-05-27T17:37:38Z,0
hackforla,website,3075,size: 1pt,Can be done in 4-6 hours,False,2022-04-21T04:10:53Z,2022-05-27T17:37:38Z,0
hackforla,website,3074,role: front end,Tasks for front end developers,False,2022-04-21T02:03:31Z,,0
hackforla,website,3074,Feature: Onboarding/Contributing.md,,False,2022-04-21T02:03:31Z,,0
hackforla,website,3074,size: 1pt,Can be done in 4-6 hours,False,2022-04-21T02:03:31Z,,0
hackforla,website,3074,prework,,False,2022-04-21T02:03:31Z,,0
hackforla,website,3073,good first issue,Good for newcomers,True,2022-04-21T02:01:59Z,2022-04-23T19:33:14Z,0
hackforla,website,3073,role: front end,Tasks for front end developers,False,2022-04-21T02:01:59Z,2022-04-23T19:33:14Z,0
hackforla,website,3073,role: back end/devOps,Tasks for back-end developers,False,2022-04-21T02:01:59Z,2022-04-23T19:33:14Z,0
hackforla,website,3073,P-Feature: Citizen Engagement,https://www.hackforla.org/citizen-engagement,False,2022-04-21T02:01:59Z,2022-04-23T19:33:14Z,0
hackforla,website,3073,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-21T02:01:59Z,2022-04-23T19:33:14Z,0
hackforla,website,3072,good first issue,Good for newcomers,True,2022-04-20T23:40:16Z,2022-04-22T02:13:24Z,0
hackforla,website,3072,role: front end,Tasks for front end developers,False,2022-04-20T23:40:16Z,2022-04-22T02:13:24Z,0
hackforla,website,3072,role: back end/devOps,Tasks for back-end developers,False,2022-04-20T23:40:16Z,2022-04-22T02:13:24Z,0
hackforla,website,3072,P-Feature: Join Page,https://www.hackforla.org/join,False,2022-04-20T23:40:16Z,2022-04-22T02:13:24Z,0
hackforla,website,3072,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-20T23:40:16Z,2022-04-22T02:13:24Z,0
hackforla,website,3071,role: design,,False,2022-04-20T22:41:30Z,2022-04-27T21:58:41Z,1
hackforla,website,3071,Feature: Onboarding/Contributing.md,,False,2022-04-20T22:41:30Z,2022-04-27T21:58:41Z,1
hackforla,website,3071,size: 1pt,Can be done in 4-6 hours,False,2022-04-20T22:41:30Z,2022-04-27T21:58:41Z,1
hackforla,website,3071,prework,,False,2022-04-20T22:41:30Z,2022-04-27T21:58:41Z,1
hackforla,website,3070,role: front end,Tasks for front end developers,False,2022-04-20T03:11:43Z,,1
hackforla,website,3070,Feature: Onboarding/Contributing.md,,False,2022-04-20T03:11:43Z,,1
hackforla,website,3070,2 weeks inactive,An issue that has not been updated by an assignee for two weeks,False,2022-04-20T03:11:43Z,,1
hackforla,website,3070,size: 1pt,Can be done in 4-6 hours,False,2022-04-20T03:11:43Z,,1
hackforla,website,3070,prework,,False,2022-04-20T03:11:43Z,,1
hackforla,website,3069,role: design,,False,2022-04-19T17:26:36Z,2022-04-27T22:06:12Z,1
hackforla,website,3069,Feature: Onboarding/Contributing.md,,False,2022-04-19T17:26:36Z,2022-04-27T22:06:12Z,1
hackforla,website,3069,size: 1pt,Can be done in 4-6 hours,False,2022-04-19T17:26:36Z,2022-04-27T22:06:12Z,1
hackforla,website,3069,prework,,False,2022-04-19T17:26:36Z,2022-04-27T22:06:12Z,1
hackforla,website,3068,Bug,Something isn't working,False,2022-04-19T17:07:13Z,,1
hackforla,website,3068,role: back end/devOps,Tasks for back-end developers,False,2022-04-19T17:07:13Z,,1
hackforla,website,3068,Size: Medium,,False,2022-04-19T17:07:13Z,,1
hackforla,website,3068,Status: Updated,No blockers and update is ready for review,False,2022-04-19T17:07:13Z,,1
hackforla,website,3068,Feature: Infrastructure,For changes on site technical architecture,False,2022-04-19T17:07:13Z,,1
hackforla,website,3068,size: 1pt,Can be done in 4-6 hours,False,2022-04-19T17:07:13Z,,1
hackforla,website,3067,good first issue,Good for newcomers,True,2022-04-19T06:28:58Z,2022-04-19T18:01:49Z,0
hackforla,website,3067,role: front end,Tasks for front end developers,False,2022-04-19T06:28:58Z,2022-04-19T18:01:49Z,0
hackforla,website,3067,role: back end/devOps,Tasks for back-end developers,False,2022-04-19T06:28:58Z,2022-04-19T18:01:49Z,0
hackforla,website,3067,P-Feature: Program Area,https://www.hackforla.org/program-areas,False,2022-04-19T06:28:58Z,2022-04-19T18:01:49Z,0
hackforla,website,3067,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-19T06:28:58Z,2022-04-19T18:01:49Z,0
hackforla,website,3066,role: design,,False,2022-04-19T03:50:00Z,2022-04-24T17:50:26Z,1
hackforla,website,3066,Feature: Onboarding/Contributing.md,,False,2022-04-19T03:50:00Z,2022-04-24T17:50:26Z,1
hackforla,website,3066,size: 1pt,Can be done in 4-6 hours,False,2022-04-19T03:50:00Z,2022-04-24T17:50:26Z,1
hackforla,website,3066,prework,,False,2022-04-19T03:50:00Z,2022-04-24T17:50:26Z,1
hackforla,website,3065,role: front end,Tasks for front end developers,False,2022-04-19T03:28:26Z,2022-06-23T20:49:57Z,1
hackforla,website,3065,Feature: Onboarding/Contributing.md,,False,2022-04-19T03:28:26Z,2022-06-23T20:49:57Z,1
hackforla,website,3065,size: 1pt,Can be done in 4-6 hours,False,2022-04-19T03:28:26Z,2022-06-23T20:49:57Z,1
hackforla,website,3065,prework,,False,2022-04-19T03:28:26Z,2022-06-23T20:49:57Z,1
hackforla,website,3063,role: front end,Tasks for front end developers,False,2022-04-19T02:51:05Z,2022-06-06T21:56:30Z,1
hackforla,website,3063,role: back end/devOps,Tasks for back-end developers,False,2022-04-19T02:51:05Z,2022-06-06T21:56:30Z,1
hackforla,website,3063,Feature: Onboarding/Contributing.md,,False,2022-04-19T02:51:05Z,2022-06-06T21:56:30Z,1
hackforla,website,3063,size: 1pt,Can be done in 4-6 hours,False,2022-04-19T02:51:05Z,2022-06-06T21:56:30Z,1
hackforla,website,3063,prework,,False,2022-04-19T02:51:05Z,2022-06-06T21:56:30Z,1
hackforla,website,3062,good first issue,Good for newcomers,True,2022-04-18T03:42:39Z,2022-04-19T04:48:47Z,0
hackforla,website,3062,role: front end,Tasks for front end developers,False,2022-04-18T03:42:39Z,2022-04-19T04:48:47Z,0
hackforla,website,3062,role: back end/devOps,Tasks for back-end developers,False,2022-04-18T03:42:39Z,2022-04-19T04:48:47Z,0
hackforla,website,3062,P-Feature: Projects page,https://www.hackforla.org/projects/,False,2022-04-18T03:42:39Z,2022-04-19T04:48:47Z,0
hackforla,website,3062,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-18T03:42:39Z,2022-04-19T04:48:47Z,0
hackforla,website,3061,null,null,null,2022-04-18T01:54:52Z,2022-04-21T15:58:14Z,0
hackforla,website,3060,good first issue,Good for newcomers,True,2022-04-17T18:39:32Z,2022-04-17T18:45:19Z,0
hackforla,website,3060,role: front end,Tasks for front end developers,False,2022-04-17T18:39:32Z,2022-04-17T18:45:19Z,0
hackforla,website,3060,P-Feature: Join Page,https://www.hackforla.org/join,False,2022-04-17T18:39:32Z,2022-04-17T18:45:19Z,0
hackforla,website,3060,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-17T18:39:32Z,2022-04-17T18:45:19Z,0
hackforla,website,3060,Ignore: Demo,Issue was created for demos,False,2022-04-17T18:39:32Z,2022-04-17T18:45:19Z,0
hackforla,website,3059,role: front end,Tasks for front end developers,False,2022-04-16T01:32:44Z,,1
hackforla,website,3059,role: back end/devOps,Tasks for back-end developers,False,2022-04-16T01:32:44Z,,1
hackforla,website,3059,P-Feature: Project Info and Page,A project's detail page (e.g. https://www.hackforla.org/projects/100-automations),False,2022-04-16T01:32:44Z,,1
hackforla,website,3059,time sensitive,Needs to be worked on by a particular timeframe,False,2022-04-16T01:32:44Z,,1
hackforla,website,3059,Status: Updated,No blockers and update is ready for review,False,2022-04-16T01:32:44Z,,1
hackforla,website,3059,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-16T01:32:44Z,,1
hackforla,website,3059,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-16T01:32:44Z,,1
hackforla,website,3058,Feature: Administrative,Administrative chores etc.,False,2022-04-15T20:18:47Z,,0
hackforla,website,3058,role: product,Product Management,False,2022-04-15T20:18:47Z,,0
hackforla,website,3058,size: 1pt,Can be done in 4-6 hours,False,2022-04-15T20:18:47Z,,0
hackforla,website,3057,role: front end,Tasks for front end developers,False,2022-04-15T19:25:45Z,2022-05-08T16:02:35Z,1
hackforla,website,3057,role: back end/devOps,Tasks for back-end developers,False,2022-04-15T19:25:45Z,2022-05-08T16:02:35Z,1
hackforla,website,3057,P-Feature: Home page,https://www.hackforla.org/,False,2022-04-15T19:25:45Z,2022-05-08T16:02:35Z,1
hackforla,website,3057,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-15T19:25:45Z,2022-05-08T16:02:35Z,1
hackforla,website,3057,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-15T19:25:45Z,2022-05-08T16:02:35Z,1
hackforla,website,3056,role: front end,Tasks for front end developers,False,2022-04-15T16:20:30Z,,1
hackforla,website,3056,role: back end/devOps,Tasks for back-end developers,False,2022-04-15T16:20:30Z,,1
hackforla,website,3056,P-Feature: Project Info and Page,A project's detail page (e.g. https://www.hackforla.org/projects/100-automations),False,2022-04-15T16:20:30Z,,1
hackforla,website,3056,time sensitive,Needs to be worked on by a particular timeframe,False,2022-04-15T16:20:30Z,,1
hackforla,website,3056,Status: Updated,No blockers and update is ready for review,False,2022-04-15T16:20:30Z,,1
hackforla,website,3056,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-15T16:20:30Z,,1
hackforla,website,3056,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-15T16:20:30Z,,1
hackforla,website,3055,role: front end,Tasks for front end developers,False,2022-04-15T02:33:51Z,2022-04-28T03:54:11Z,1
hackforla,website,3055,Feature: Onboarding/Contributing.md,,False,2022-04-15T02:33:51Z,2022-04-28T03:54:11Z,1
hackforla,website,3055,size: 1pt,Can be done in 4-6 hours,False,2022-04-15T02:33:51Z,2022-04-28T03:54:11Z,1
hackforla,website,3055,Ignore: Duplicate,Issue or pull request is a duplicate,False,2022-04-15T02:33:51Z,2022-04-28T03:54:11Z,1
hackforla,website,3055,prework,,False,2022-04-15T02:33:51Z,2022-04-28T03:54:11Z,1
hackforla,website,3054,role: front end,Tasks for front end developers,False,2022-04-15T02:30:17Z,2022-05-28T07:42:50Z,1
hackforla,website,3054,role: back end/devOps,Tasks for back-end developers,False,2022-04-15T02:30:17Z,2022-05-28T07:42:50Z,1
hackforla,website,3054,Feature: Onboarding/Contributing.md,,False,2022-04-15T02:30:17Z,2022-05-28T07:42:50Z,1
hackforla,website,3054,2 weeks inactive,An issue that has not been updated by an assignee for two weeks,False,2022-04-15T02:30:17Z,2022-05-28T07:42:50Z,1
hackforla,website,3054,size: 1pt,Can be done in 4-6 hours,False,2022-04-15T02:30:17Z,2022-05-28T07:42:50Z,1
hackforla,website,3054,prework,,False,2022-04-15T02:30:17Z,2022-05-28T07:42:50Z,1
hackforla,website,3053,role: front end,Tasks for front end developers,False,2022-04-15T02:28:44Z,2022-06-03T07:22:23Z,1
hackforla,website,3053,role: back end/devOps,Tasks for back-end developers,False,2022-04-15T02:28:44Z,2022-06-03T07:22:23Z,1
hackforla,website,3053,Feature: Onboarding/Contributing.md,,False,2022-04-15T02:28:44Z,2022-06-03T07:22:23Z,1
hackforla,website,3053,2 weeks inactive,An issue that has not been updated by an assignee for two weeks,False,2022-04-15T02:28:44Z,2022-06-03T07:22:23Z,1
hackforla,website,3053,size: 1pt,Can be done in 4-6 hours,False,2022-04-15T02:28:44Z,2022-06-03T07:22:23Z,1
hackforla,website,3053,prework,,False,2022-04-15T02:28:44Z,2022-06-03T07:22:23Z,1
hackforla,website,3052,role: back end/devOps,Tasks for back-end developers,False,2022-04-13T23:07:55Z,2022-04-23T06:36:55Z,1
hackforla,website,3052,Feature: Onboarding/Contributing.md,,False,2022-04-13T23:07:55Z,2022-04-23T06:36:55Z,1
hackforla,website,3052,Ready for Milestone,,False,2022-04-13T23:07:55Z,2022-04-23T06:36:55Z,1
hackforla,website,3052,size: 1pt,Can be done in 4-6 hours,False,2022-04-13T23:07:55Z,2022-04-23T06:36:55Z,1
hackforla,website,3052,prework,,False,2022-04-13T23:07:55Z,2022-04-23T06:36:55Z,1
hackforla,website,3051,Status: Updated,No blockers and update is ready for review,False,2022-04-13T21:54:57Z,2022-04-20T22:30:01Z,1
hackforla,website,3051,Feature: Onboarding/Contributing.md,,False,2022-04-13T21:54:57Z,2022-04-20T22:30:01Z,1
hackforla,website,3051,role: user research,,False,2022-04-13T21:54:57Z,2022-04-20T22:30:01Z,1
hackforla,website,3051,size: 1pt,Can be done in 4-6 hours,False,2022-04-13T21:54:57Z,2022-04-20T22:30:01Z,1
hackforla,website,3051,prework,,False,2022-04-13T21:54:57Z,2022-04-20T22:30:01Z,1
hackforla,website,3050,Feature: Onboarding/Contributing.md,,False,2022-04-13T03:10:42Z,2022-06-23T20:56:36Z,1
hackforla,website,3050,role missing,,False,2022-04-13T03:10:42Z,2022-06-23T20:56:36Z,1
hackforla,website,3050,size: 1pt,Can be done in 4-6 hours,False,2022-04-13T03:10:42Z,2022-06-23T20:56:36Z,1
hackforla,website,3050,prework,,False,2022-04-13T03:10:42Z,2022-06-23T20:56:36Z,1
hackforla,website,3049,role: front end,Tasks for front end developers,False,2022-04-13T03:10:36Z,2022-05-25T02:25:45Z,1
hackforla,website,3049,role: back end/devOps,Tasks for back-end developers,False,2022-04-13T03:10:36Z,2022-05-25T02:25:45Z,1
hackforla,website,3049,Feature: Onboarding/Contributing.md,,False,2022-04-13T03:10:36Z,2022-05-25T02:25:45Z,1
hackforla,website,3049,2 weeks inactive,An issue that has not been updated by an assignee for two weeks,False,2022-04-13T03:10:36Z,2022-05-25T02:25:45Z,1
hackforla,website,3049,size: 1pt,Can be done in 4-6 hours,False,2022-04-13T03:10:36Z,2022-05-25T02:25:45Z,1
hackforla,website,3049,prework,,False,2022-04-13T03:10:36Z,2022-05-25T02:25:45Z,1
hackforla,website,3048,role: front end,Tasks for front end developers,False,2022-04-13T03:10:31Z,,1
hackforla,website,3048,role: back end/devOps,Tasks for back-end developers,False,2022-04-13T03:10:31Z,,1
hackforla,website,3048,Feature: Onboarding/Contributing.md,,False,2022-04-13T03:10:31Z,,1
hackforla,website,3048,2 weeks inactive,An issue that has not been updated by an assignee for two weeks,False,2022-04-13T03:10:31Z,,1
hackforla,website,3048,size: 1pt,Can be done in 4-6 hours,False,2022-04-13T03:10:31Z,,1
hackforla,website,3048,prework,,False,2022-04-13T03:10:31Z,,1
hackforla,website,3047,Feature: Onboarding/Contributing.md,,False,2022-04-13T03:10:13Z,2022-04-13T03:11:20Z,1
hackforla,website,3047,role missing,,False,2022-04-13T03:10:13Z,2022-04-13T03:11:20Z,1
hackforla,website,3047,Ready for Milestone,,False,2022-04-13T03:10:13Z,2022-04-13T03:11:20Z,1
hackforla,website,3047,size: 1pt,Can be done in 4-6 hours,False,2022-04-13T03:10:13Z,2022-04-13T03:11:20Z,1
hackforla,website,3047,Ignore: Demo,Issue was created for demos,False,2022-04-13T03:10:13Z,2022-04-13T03:11:20Z,1
hackforla,website,3047,prework,,False,2022-04-13T03:10:13Z,2022-04-13T03:11:20Z,1
hackforla,website,3046,role: front end,Tasks for front end developers,False,2022-04-12T21:41:58Z,2022-04-14T04:02:04Z,0
hackforla,website,3046,P-Feature: About Us,https://www.hackforla.org/about/,False,2022-04-12T21:41:58Z,2022-04-14T04:02:04Z,0
hackforla,website,3046,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-12T21:41:58Z,2022-04-14T04:02:04Z,0
hackforla,website,3046,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-12T21:41:58Z,2022-04-14T04:02:04Z,0
hackforla,website,3045,role: front end,Tasks for front end developers,False,2022-04-12T17:50:15Z,,0
hackforla,website,3045,P-Feature: Credit,https://www.hackforla.org/credits/,False,2022-04-12T17:50:15Z,,0
hackforla,website,3045,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-12T17:50:15Z,,0
hackforla,website,3044,good first issue,Good for newcomers,True,2022-04-11T22:41:09Z,2022-05-28T07:28:33Z,0
hackforla,website,3044,role: front end,Tasks for front end developers,False,2022-04-11T22:41:09Z,2022-05-28T07:28:33Z,0
hackforla,website,3044,role: back end/devOps,Tasks for back-end developers,False,2022-04-11T22:41:09Z,2022-05-28T07:28:33Z,0
hackforla,website,3044,P-Feature: Citizen Engagement,https://www.hackforla.org/citizen-engagement,False,2022-04-11T22:41:09Z,2022-05-28T07:28:33Z,0
hackforla,website,3044,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-11T22:41:09Z,2022-05-28T07:28:33Z,0
hackforla,website,3043,role: front end,Tasks for front end developers,False,2022-04-11T21:28:47Z,2022-05-01T07:03:57Z,0
hackforla,website,3043,Size: Medium,,False,2022-04-11T21:28:47Z,2022-05-01T07:03:57Z,0
hackforla,website,3043,time sensitive,Needs to be worked on by a particular timeframe,False,2022-04-11T21:28:47Z,2022-05-01T07:03:57Z,0
hackforla,website,3043,Status: Updated,No blockers and update is ready for review,False,2022-04-11T21:28:47Z,2022-05-01T07:03:57Z,0
hackforla,website,3043,P-Feature: Credit,https://www.hackforla.org/credits/,False,2022-04-11T21:28:47Z,2022-05-01T07:03:57Z,0
hackforla,website,3043,size: 1pt,Can be done in 4-6 hours,False,2022-04-11T21:28:47Z,2022-05-01T07:03:57Z,0
hackforla,website,3042,role: back end/devOps,Tasks for back-end developers,False,2022-04-10T23:41:53Z,2022-04-18T15:30:46Z,0
hackforla,website,3042,Feature: Board/GitHub Maintenance,Project board maintenance that we have to do repeatedly,False,2022-04-10T23:41:53Z,2022-04-18T15:30:46Z,0
hackforla,website,3042,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-10T23:41:53Z,2022-04-18T15:30:46Z,0
hackforla,website,3042,automation,for manulal github board maintenance actions that are going to be automated,False,2022-04-10T23:41:53Z,2022-04-18T15:30:46Z,0
hackforla,website,3042,size: 1pt,Can be done in 4-6 hours,False,2022-04-10T23:41:53Z,2022-04-18T15:30:46Z,0
hackforla,website,3041,good first issue,Good for newcomers,True,2022-04-10T20:24:56Z,2022-05-01T04:40:53Z,0
hackforla,website,3041,role: product,Product Management,False,2022-04-10T20:24:56Z,2022-05-01T04:40:53Z,0
hackforla,website,3041,P-Feature: Wins Page,https://www.hackforla.org/wins/,False,2022-04-10T20:24:56Z,2022-05-01T04:40:53Z,0
hackforla,website,3041,new-win-submission,,False,2022-04-10T20:24:56Z,2022-05-01T04:40:53Z,0
hackforla,website,3040,Feature: Administrative,Administrative chores etc.,False,2022-04-10T17:22:30Z,,3
hackforla,website,3040,role: design,,False,2022-04-10T17:22:30Z,,3
hackforla,website,3040,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-10T17:22:30Z,,3
hackforla,website,3040,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-10T17:22:30Z,,3
hackforla,website,3037,role: front end,Tasks for front end developers,False,2022-04-08T02:31:46Z,2022-04-08T17:38:45Z,1
hackforla,website,3037,P-Feature: About Us,https://www.hackforla.org/about/,False,2022-04-08T02:31:46Z,2022-04-08T17:38:45Z,1
hackforla,website,3037,Status: Updated,No blockers and update is ready for review,False,2022-04-08T02:31:46Z,2022-04-08T17:38:45Z,1
hackforla,website,3037,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-08T02:31:46Z,2022-04-08T17:38:45Z,1
hackforla,website,3037,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-08T02:31:46Z,2022-04-08T17:38:45Z,1
hackforla,website,3036,role: front end,Tasks for front end developers,False,2022-04-07T23:03:03Z,2022-04-13T01:23:11Z,0
hackforla,website,3036,role: back end/devOps,Tasks for back-end developers,False,2022-04-07T23:03:03Z,2022-04-13T01:23:11Z,0
hackforla,website,3036,P-Feature: Project Info and Page,A project's detail page (e.g. https://www.hackforla.org/projects/100-automations),False,2022-04-07T23:03:03Z,2022-04-13T01:23:11Z,0
hackforla,website,3036,time sensitive,Needs to be worked on by a particular timeframe,False,2022-04-07T23:03:03Z,2022-04-13T01:23:11Z,0
hackforla,website,3036,Size: Small,Take this type of issues after the successful merge of your good second issue,False,2022-04-07T23:03:03Z,2022-04-13T01:23:11Z,0
hackforla,website,3036,size: 0.5pt,Can be done in 3 hours or less,False,2022-04-07T23:03:03Z,2022-04-13T01:23:11Z,0
hackforla,website,3035,Size: Medium,,False,2022-04-07T10:17:22Z,,1
hackforla,website,3035,time sensitive,Needs to be worked on by a particular timeframe,False,2022-04-07T10:17:22Z,,1
hackforla,website,3035,Status: Updated,No blockers and update is ready for review,False,2022-04-07T10:17:22Z,,1
hackforla,website,3035,role: design,,False,2022-04-07T10:17:22Z,,1
hackforla,website,3035,P-Feature: Projects page,https://www.hackforla.org/projects/,False,2022-04-07T10:17:22Z,,1
hackforla,website,3035,size: 5pt,Can be done in 19-30 hours,False,2022-04-07T10:17:22Z,,1
hackforla,website,3034,Size: Medium,,False,2022-04-07T09:12:06Z,2022-06-20T07:39:10Z,1
hackforla,website,3034,role: design,,False,2022-04-07T09:12:06Z,2022-06-20T07:39:10Z,1
hackforla,website,3034,P-Feature: Projects page,https://www.hackforla.org/projects/,False,2022-04-07T09:12:06Z,2022-06-20T07:39:10Z,1
hackforla,website,3034,ready for dev lead,Issues technical leads need to follow up on,False,2022-04-07T09:12:06Z,2022-06-20T07:39:10Z,1
hackforla,website,3034,size: 2pt,Can be done in 7-12 hours,False,2022-04-07T09:12:06Z,2022-06-20T07:39:10Z,1
hackforla,website,3033,null,null,null,2022-04-04T18:05:50Z,2022-04-04T23:53:08Z,0
hackforla,website,3032,good first issue,Good for newcomers,True,2022-04-03T17:16:18Z,2022-04-07T20:54:02Z,0
hackforla,website,3032,role: product,Product Management,False,2022-04-03T17:16:18Z,2022-04-07T20:54:02Z,0
hackforla,website,3032,P-Feature: Wins Page,https://www.hackforla.org/wins/,False,2022-04-03T17:16:18Z,2022-04-07T20:54:02Z,0
hackforla,website,3032,new-win-submission,,False,2022-04-03T17:16:18Z,2022-04-07T20:54:02Z,0
hackforla,website,3031,Status: Urgent,Needs to be worked on immediately,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
hackforla,website,3031,role: back end/devOps,Tasks for back-end developers,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
hackforla,website,3031,Size: Large,,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
hackforla,website,3031,time sensitive,Needs to be worked on by a particular timeframe,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
hackforla,website,3031,Status: Updated,No blockers and update is ready for review,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
hackforla,website,3031,Feature: Board/GitHub Maintenance,Project board maintenance that we have to do repeatedly,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
hackforla,website,3031,size: 3pt,Can be done in 13-18 hours,False,2022-04-03T16:20:25Z,2022-06-21T08:24:33Z,1
